id	uid	author	attribution	signature	signature_index	title	part	translator	dedication	type	year	publication	censorship	censor	volume	number	section_content	section_form	first_page	last_page	length	filename_txt	comments
3842	4579	"Филиппов М. А."	"установлено"	"М. Филиппов"	"М. Филиппова"	"Взгляд на русское судоустрой­ство и судопроизводство"	"1"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Словесность, науки и художества"	"Словесность, науки и художества"	161	229	69	"1859_1_2"	""
3843	3234	"Добролюбов Н. А."	"установлено"	"Н. Т—нов"	"Н. Т—нова"	"Роберт Овэн и его по­пытки общественных реформ"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Словесность, науки и художества"	"Словесность, науки и художества"	230	274	45	"1859_1_3"	""
3844	3235	"Колбасин Е. Я."	"установлено"	"Е. Колбасин"	"Е. Я. Колбасина"	"Воейков с его сатирою «Дом сумасшедших»"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Словесность, науки и художества"	"Словесность, науки и художества"	275	306	32	"1859_1_4"	""
3845	4674	"Некрасов Н. А"	"установлено"	"Н. Некрасов"	"Н. А. Некрасова"	"О погоде. (Вступление к сати­рам). I. Утренняя прогулка"	"1"	"нет"	"П. А<нненко>ву"	"стихи"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Словесность, науки и художества"	"Словесность, науки и художества"	307	311	5	"1859_1_5"	""
3846	3236	"Фет А. А."	"установлено"	"А. Фет"	"А. А. Фета"	"Нимфа и молодой сатир. (Группа Ставассера) («Постой хотя на миг! О скрытый сук иль пень...»)"	"нет"	"нет"	"нет"	"стихи"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Словесность, науки и художества"	"Словесность, науки и художества"	312	312	1	"1859_1_6"	""
3847	4652	"Добролюбов Н. А."	"установлено"	"—бов"	"— —бова"	"Литературные мелочи прошлого года"	"1"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	1	30	30	"1859_1_7"	""
3848	3237	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Утро. Литературный сборник. М. 1859"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	31	54	24	"1859_1_8"	""
3849	3238	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Надежда на будущее. Комедия в трех действиях. Сочинение Л. Пивоварова. СПб. 1859"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	55	62	8	"1859_1_9"	""
3850	3239	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Сочинения А. Бешенцова в прозе и стихах. М. 1858"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	62	69	8	"1859_1_10"	""
3851	3240	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Казачьи досуги. Стихотворения А. Туроверова. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	69	72	4	"1859_1_11"	""
3852	3241	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Олег под Константинополем, драматическая пародия с эпилогом, в двух действиях, в стихах. Сочинение К. С. Аксакова. Издание Любителя. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	72	77	6	"1859_1_12"	""
3853	3242	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"О русском государственном цвете. Составил А. Языков. СПб. 1858"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	77	82	6	"1859_1_13"	""
3854	3243	"Чрнышевский Н. Г."	"установлено"	"нет"	"нет"	"Политика"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	83	130	48	"1859_1_14"	""
3855	3244	"Панаев И. И."	"установлено"	"нет"	"Нового поэта"	"Наяву и во сне. Святочный полуфантастический рассказ Нового поэта"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	131	162	32	"1859_1_15"	""
3856	4712	"Михайлов М. Л."	"установлено"	"Мих. Михайлов"	"М. Л. Михайлова"	"Парижские письма"	"5"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Современное обозрение"	"Современное обозрение"	163	182	20	"1859_1_16"	""
3857	3245	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Вступление"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Свисток. Собрание литературных, журнальных и других заметок"	"Свисток. Собрание литературных, журнальных и других заметок"	183	184	2	"1859_1_17"	""
3858	3246	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Вредная добродетель"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Свисток. Собрание литературных, журнальных и других заметок"	"Свисток. Собрание литературных, журнальных и других заметок"	184	189	6	"1859_1_18"	""
3859	3247	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Русские в доблестях своих"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Свисток. Собрание литературных, журнальных и других заметок"	"Свисток. Собрание литературных, журнальных и других заметок"	189	193	5	"1859_1_19"	""
3860	3248	"Добролюбов Н. А."	"установлено"	"нет"	"нет"	"Почитатель дворянок"	"нет"	"нет"	"нет"	"проза"	1859	"24.01.1859"	"01.01.1859, 19.01.1859"	"Мацкевич Д. И."	"LXXIII"	"1"	"Свисток. Собрание литературных, журнальных и других заметок"	"Свисток. Собрание литературных, журнальных и других заметок"	193	198	6	"1859_1_20"	""
